    0.1000    1.1263
    0.2000    0.4558
    0.3000    0.2715
    0.4000    0.1909
    0.5000    0.1425
    0.6000    0.1088
    0.7000    0.0827
    0.7500    0.0713
    0.8000    0.0605
    0.8500    0.0499
    0.9000    0.0390
    0.9500    0.0264
    0.9700    0.0202
    0.9800    0.0163
    0.9900    0.0115
