#simulate_test_lag 512 /data/nil-bluearc/raichle/avi/NP600/vb12817/FCmaps/vb12817_seed_regressors_CCR.dat -N1000
#$Id: simulate_test.c,v 1.12 2016/06/16 02:07:41 avi Exp avi $
sump/npts = 512.000183
E[SSt]/npts
   -3.3143    0.2817    2.2278    0.4254   -1.8966   -1.7753   -1.8503   -0.9227    0.4315   -1.7363    1.0196    0.3167    0.8210   -0.2701   -0.8264  507.9418   -1.8910    0.5909    2.5498   -0.3121   -3.8976    0.3668    1.3880   -2.7384    1.5873   -0.2327    3.2049   -3.2173   -2.3393   -0.3456    0.8343   -4.3445   -2.6744   -0.3064   -2.5893   -2.9199
    2.5201    5.2221   -1.7655    0.8633    3.6782    0.2180    1.1418    2.4362    3.2625    1.3093    1.0719    1.3108    1.7683   -0.8906    0.0838   -1.8910  513.1709    2.6640   -0.0313   -3.4803   -0.6009    2.3983   -3.5885    0.8191   -2.8409   -0.1639    3.8215   -2.5956    1.6856   -1.3784    4.1930    0.8295   -0.5917   -2.8861   -0.2673    0.5040
   -4.4915    3.3616   -2.5234    0.0167   -0.0931   -1.8097   -2.0348    1.3743    5.8284   -2.7858    3.3101   -2.5793    1.3753    2.5901    1.0769    0.5909    2.6640  508.3916   -4.0380   -1.2713   -1.6135    3.0345   -4.0001    0.0671    4.0056   -3.9065    4.5913   -0.7220   -1.3229   -0.3677    1.1691    1.6961    4.0123    0.7038   -1.0699   -1.8093
   -3.3795    1.1735    2.0510   -0.5162    1.4371   -2.8630    1.4843    0.5523   -0.3143    0.5391   -0.2654   -0.3030   -1.0819    2.4861    2.9105    2.5498   -0.0313   -4.0380  516.3937   -3.3232   -2.9680    1.6142    0.0043    1.5365    1.8304   -3.2820   -0.1093    2.0541    2.8292   -1.1068   -0.7900    0.4256    0.9840    4.4696    3.5976    0.8916
   -0.2057    0.5585    1.0830   -4.8800    0.0949    5.8959    1.0915    0.2644   -1.6751   -1.2434   -1.2381   -1.6299   -1.4836   -0.0146   -0.8084   -0.3121   -3.4803   -1.2713   -3.3232  506.2800    0.6691    1.4412   -0.6488   -0.2392   -0.4039   -3.6204   -1.0837   -1.4076    1.3058   -0.2299    4.0453   -1.3592    1.4040   -0.1558   -0.0016    1.1282
   -1.1134    1.2740   -0.1177    0.6415   -0.2650   -1.8493   -2.8770   -0.2638    3.1073   -3.9398   -2.4589   -3.1184   -0.9697    1.1213   -0.0926   -3.8976   -0.6009   -1.6135   -2.9680    0.6691  509.6611   -0.6443    1.7499    0.3021   -2.7752    0.7502    3.1788    0.3134   -3.1960    1.3700    2.0330   -2.3970    0.1881    1.1387   -3.6780    2.8692
    4.2064    1.5350   -3.1584   -2.4845   -3.7544   -3.4939   -3.9419   -0.3342   -4.2263   -2.1949    0.7929   -1.7322    1.0240   -0.0121    0.3102    0.3668    2.3983    3.0345    1.6142    1.4412   -0.6443  512.9676    5.6161    1.0266    1.1364   -4.8312   -0.3038   -0.5261   -0.5387   -2.3129    0.3405    5.8731    3.7540    0.3889    2.3946   -0.2979
    0.3063   -2.1532    0.1879   -1.3902   -0.8924    1.6225    2.0790   -0.6591    1.7653    2.3742    1.6002    1.8050    2.1343    3.8625    0.1460    1.3880   -3.5885   -4.0001    0.0043   -0.6488    1.7499    5.6161  510.7345    2.2420   -0.0447    1.4078    1.1897    1.0494    0.9200   -0.3300   -0.9405   -0.8690    1.2497   -2.2891    2.7265   -3.2241
   -0.6197    5.0175    3.4441    1.9994    4.0174    0.6579    5.3244   -0.5524   -4.2606   -2.5487    2.0024   -3.3699   -1.1096    0.7677    0.3019   -2.7384    0.8191    0.0671    1.5365   -0.2392    0.3021    1.0266    2.2420  512.9595    1.8982   -1.6792   -1.0751    0.5669    1.9479   -3.4619    2.4507    1.5479    1.1395    1.9589   -1.8109   -0.3204
    1.8019   -2.1172    1.7207   -4.1356    3.3646   -1.1072   -0.1398   -0.4621    1.4022    1.6014   -1.6314   -1.9552    0.3354   -0.7570   -0.6361    1.5873   -2.8409    4.0056    1.8304   -0.4039   -2.7752    1.1364   -0.0447    1.8982  510.3522   -2.1357    0.0238   -0.7030    5.4643    0.1178    0.4946   -1.4782    1.0986    3.9691   -0.8291    0.1686
    0.7896   -4.4499   -2.4425   -0.3502    3.9433    0.6163    0.6572   -3.6594   -0.0162   -2.0121    0.7188   -2.0898   -2.4142   -1.4493   -0.6085   -0.2327   -0.1639   -3.9065   -3.2820   -3.6204    0.7502   -4.8312    1.4078   -1.6792   -2.1357  504.9243    1.5791    4.9607   -1.7376   -1.2803    0.3354   -1.1411   -2.6300   -1.1590    1.1127   -6.0801
   -1.8403    0.7700    0.3424    2.7091   -1.6585    0.4470   -2.4833   -1.9678    0.3702   -3.8050   -2.7766   -5.0198   -1.8374   -4.0247   -1.0028    3.2049    3.8215    4.5913   -0.1093   -1.0837    3.1788   -0.3038    1.1897   -1.0751    0.0238    1.5791  520.9914   -0.6924    0.4367    2.0912    1.7938    0.5973   -2.0508    0.9633    0.1724    4.1480
    1.3606   -1.3437   -2.5109   -0.1821    2.7007   -2.9230    2.1818    0.7817    0.2432    1.7271   -0.9474    0.4573    0.7972    0.5182    0.5678   -3.2173   -2.5956   -0.7220    2.0541   -1.4076    0.3134   -0.5261    1.0494    0.5669   -0.7030    4.9607   -0.6924  509.4192    4.0825   -0.8919   -3.2595    0.1480    0.1295    0.0585    4.1974   -0.5381
    0.5494    0.5606   -2.5315    1.4468    0.5178   -0.0734    1.2806   -0.7633    0.8612    1.7529   -0.4436   -0.3843   -1.3518    1.4620    0.3959   -2.3393    1.6856   -1.3229    2.8292    1.3058   -3.1960   -0.5387    0.9200    1.9479    5.4643   -1.7376    0.4367    4.0825  509.2561    0.8181    0.5433    3.7803    1.3255   -4.5975   -2.3172   -2.0143
    1.5200   -2.5909   -2.8979   -3.3057   -0.5765   -2.8875   -0.6683    3.2537   -1.8782   -0.7984   -0.8606    2.2635    3.4975   -1.2783   -0.4005   -0.3456   -1.3784   -0.3677   -1.1068   -0.2299    1.3700   -2.3129   -0.3300   -3.4619    0.1178   -1.2803    2.0912   -0.8919    0.8181  515.4038    3.0481    5.6535   -1.1816   -2.9294    1.4589    1.6982
   -5.0969    0.7609   -1.8241   -0.1309   -1.2960   -1.3073   -1.8007    0.1822   -4.4004    0.0089   -1.2981    2.5649   -1.6650   -1.7459    2.1038    0.8343    4.1930    1.1691   -0.7900    4.0453    2.0330    0.3405   -0.9405    2.4507    0.4946    0.3354    1.7938   -3.2595    0.5433    3.0481  511.9754    1.5122    1.2914   -4.2420   -0.7383   -1.2553
   -0.7555    1.0911    3.8023    5.9376   -1.4999   -0.9307   -0.0253   -0.5610    1.0942   -0.2714   -1.0222   -0.1564    0.5439   -0.4111   -1.6790   -4.3445    0.8295    1.6961    0.4256   -1.3592   -2.3970    5.8731   -0.8690    1.5479   -1.4782   -1.1411    0.5973    0.1480    3.7803    5.6535    1.5122  512.0389   -1.6129   -5.1874    4.6408    2.3232
   -1.6826    7.3817    1.5416    0.0542   -2.4853    1.4246   -0.4654    1.7105    2.0288   -1.8083   -1.1410    2.7480   -0.2201    1.9886    0.0997   -2.6744   -0.5917    4.0123    0.9840    1.4040    0.1881    3.7540    1.2497    1.1395    1.0986   -2.6300   -2.0508    0.1295    1.3255   -1.1816    1.2914   -1.6129  513.4183    2.3021    1.4368    0.0442
   -0.3353   -0.8832   -1.9490   -4.0238   -1.0058    3.1400    3.7761   -2.2012    3.3077    3.5895   -3.5422   -1.7742    1.1483   -0.2300   -1.2503   -0.3064   -2.8861    0.7038    4.4696   -0.1558    1.1387    0.3889   -2.2891    1.9589    3.9691   -1.1590    0.9633    0.0585   -4.5975   -2.9294   -4.2420   -5.1874    2.3021  514.8799   -0.7884   -3.7584
   -1.1739    0.9140    0.7709   -2.4206    1.4647   -0.8828   -2.2486   -3.9942    1.8334   -0.8401   -0.5957    1.7057   -1.0822    0.3150   -3.0729   -2.5893   -0.2673   -1.0699    3.5976   -0.0016   -3.6780    2.3946    2.7265   -1.8109   -0.8291    1.1127    0.1724    4.1974   -2.3172    1.4589   -0.7383    4.6408    1.4368   -0.7884  508.5540    1.8577
    3.2145   -2.6418   -1.3139    3.9343    0.0727   -1.4061   -4.2623   -2.3999   -0.3656   -0.8274    2.1951    0.0558    0.1224   -1.6124    2.4986   -2.9199    0.5040   -1.8093    0.8916    1.1282    2.8692   -0.2979   -3.2241   -0.3204    0.1686   -6.0801    4.1480   -0.5381   -2.0143    1.6982   -1.2553    2.3232    0.0442   -3.7584    1.8577  514.7688
