    0.1000    1.1748
    0.2000    0.4743
    0.3000    0.2747
    0.4000    0.1961
    0.5000    0.1461
    0.6000    0.1118
    0.7000    0.0862
    0.7500    0.0731
    0.8000    0.0621
    0.8500    0.0526
    0.9000    0.0414
    0.9500    0.0274
    0.9700    0.0213
    0.9800    0.0170
    0.9900    0.0121
