#interp_lag_SE 16384 -i99 -p1=.1 -p2=.1 -olag_16384_.1_.1.dat
#$Id$
  0.000000 -1.489166 -0.525333
  0.010000 -1.496523 -0.529507
  0.020000 -1.503836 -0.533651
  0.030000 -1.511091 -0.537750
  0.040000 -1.518297 -0.541812
  0.050000 -1.525449 -0.545832
  0.060000 -1.532547 -0.549809
  0.070000 -1.539596 -0.553745
  0.080000 -1.546609 -0.557652
  0.090000 -1.553581 -0.561521
  0.100000 -1.560496 -0.565334
  0.110000 -1.567338 -0.569077
  0.120000 -1.574109 -0.572761
  0.130000 -1.580818 -0.576396
  0.140000 -1.587475 -0.580002
  0.150000 -1.594068 -0.583573
  0.160000 -1.600593 -0.587106
  0.170000 -1.607043 -0.590596
  0.180000 -1.613431 -0.594072
  0.190000 -1.619775 -0.597550
  0.200000 -1.626078 -0.601033
  0.210000 -1.632335 -0.604515
  0.220000 -1.638551 -0.608006
  0.230000 -1.644738 -0.611518
  0.240000 -1.650891 -0.615044
  0.250000 -1.657020 -0.618587
  0.260000 -1.663135 -0.622154
  0.270000 -1.669240 -0.625730
  0.280000 -1.675351 -0.629327
  0.290000 -1.681460 -0.632942
  0.300000 -1.687558 -0.636568
  0.310000 -1.693632 -0.640200
  0.320000 -1.699693 -0.643839
  0.330000 -1.705739 -0.647480
  0.340000 -1.711768 -0.651117
  0.350000 -1.717784 -0.654744
  0.360000 -1.723784 -0.658359
  0.370000 -1.729767 -0.661970
  0.380000 -1.735717 -0.665556
  0.390000 -1.741647 -0.669122
  0.400000 -1.747566 -0.672686
  0.410000 -1.753478 -0.676259
  0.420000 -1.759387 -0.679845
  0.430000 -1.765287 -0.683431
  0.440000 -1.771161 -0.687013
  0.450000 -1.777000 -0.690578
  0.460000 -1.782798 -0.694130
  0.470000 -1.788548 -0.697670
  0.480000 -1.794272 -0.701211
  0.490000 -1.799971 -0.704748
  0.500000 -1.805658 -0.708289
  0.510000 -1.811342 -0.711841
  0.520000 -1.817028 -0.715397
  0.530000 -1.822704 -0.718954
  0.540000 -1.828388 -0.722532
  0.550000 -1.834086 -0.726141
  0.560000 -1.839779 -0.729767
  0.570000 -1.845460 -0.733396
  0.580000 -1.851105 -0.737013
  0.590000 -1.856719 -0.740626
  0.600000 -1.862304 -0.744237
  0.610000 -1.867839 -0.747831
  0.620000 -1.873315 -0.751391
  0.630000 -1.878746 -0.754921
  0.640000 -1.884122 -0.758428
  0.650000 -1.889447 -0.761911
  0.660000 -1.894720 -0.765373
  0.670000 -1.899943 -0.768820
  0.680000 -1.905116 -0.772260
  0.690000 -1.910251 -0.775686
  0.700000 -1.915333 -0.779081
  0.710000 -1.920363 -0.782457
  0.720000 -1.925337 -0.785810
  0.730000 -1.930246 -0.789119
  0.740000 -1.935068 -0.792366
  0.750000 -1.939806 -0.795553
  0.760000 -1.944463 -0.798673
  0.770000 -1.949049 -0.801730
  0.780000 -1.953587 -0.804746
  0.790000 -1.958076 -0.807724
  0.800000 -1.962512 -0.810676
  0.810000 -1.966898 -0.813603
  0.820000 -1.971235 -0.816490
  0.830000 -1.975532 -0.819335
  0.840000 -1.979788 -0.822140
  0.850000 -1.984004 -0.824919
  0.860000 -1.988179 -0.827658
  0.870000 -1.992294 -0.830353
  0.880000 -1.996352 -0.833004
  0.890000 -2.000340 -0.835603
  0.900000 -2.004259 -0.838156
  0.910000 -2.008108 -0.840651
  0.920000 -2.011888 -0.843078
  0.930000 -2.015615 -0.845455
  0.940000 -2.019294 -0.847783
  0.950000 -2.022905 -0.850050
  0.960000 -2.026453 -0.852244
  0.970000 -2.029939 -0.854369
  0.980000 -2.033378 -0.856441
  0.990000 -2.036776 -0.858477
  1.000000 -2.040121 -0.860474
  1.010000 -2.043401 -0.862418
  1.020000 -2.046607 -0.864306
  1.030000 -2.049721 -0.866125
  1.040000 -2.052744 -0.867881
  1.050000 -2.055683 -0.869569
  1.060000 -2.058535 -0.871180
  1.070000 -2.061305 -0.872724
  1.080000 -2.064007 -0.874219
  1.090000 -2.066626 -0.875654
  1.100000 -2.069171 -0.877039
  1.110000 -2.071632 -0.878365
  1.120000 -2.074013 -0.879643
  1.130000 -2.076308 -0.880871
  1.140000 -2.078513 -0.882046
  1.150000 -2.080611 -0.883159
  1.160000 -2.082603 -0.884211
  1.170000 -2.084490 -0.885197
  1.180000 -2.086258 -0.886105
  1.190000 -2.087906 -0.886926
  1.200000 -2.089427 -0.887653
  1.210000 -2.090838 -0.888301
  1.220000 -2.092144 -0.888877
  1.230000 -2.093351 -0.889400
  1.240000 -2.094445 -0.889854
  1.250000 -2.095432 -0.890244
  1.260000 -2.096295 -0.890551
  1.270000 -2.097034 -0.890775
  1.280000 -2.097663 -0.890933
  1.290000 -2.098187 -0.891046
  1.300000 -2.098606 -0.891116
  1.310000 -2.098931 -0.891151
  1.320000 -2.099154 -0.891143
  1.330000 -2.099277 -0.891095
  1.340000 -2.099298 -0.891006
  1.350000 -2.099220 -0.890878
  1.360000 -2.099033 -0.890702
  1.370000 -2.098747 -0.890487
  1.380000 -2.098361 -0.890246
  1.390000 -2.097891 -0.889997
  1.400000 -2.097335 -0.889743
  1.410000 -2.096686 -0.889469
  1.420000 -2.095932 -0.889168
  1.430000 -2.095075 -0.888842
  1.440000 -2.094111 -0.888490
  1.450000 -2.093053 -0.888124
  1.460000 -2.091922 -0.887759
  1.470000 -2.090698 -0.887373
  1.480000 -2.089378 -0.886963
  1.490000 -2.087981 -0.886541
  1.500000 -2.086521 -0.886115
  1.510000 -2.084993 -0.885682
  1.520000 -2.083396 -0.885241
  1.530000 -2.081749 -0.884795
  1.540000 -2.080056 -0.884346
  1.550000 -2.078311 -0.883882
  1.560000 -2.076509 -0.883391
  1.570000 -2.074656 -0.882883
  1.580000 -2.072760 -0.882367
  1.590000 -2.070841 -0.881848
  1.600000 -2.068887 -0.881323
  1.610000 -2.066890 -0.880787
  1.620000 -2.064859 -0.880258
  1.630000 -2.062792 -0.879735
  1.640000 -2.060683 -0.879213
  1.650000 -2.058548 -0.878702
  1.660000 -2.056394 -0.878192
  1.670000 -2.054225 -0.877678
  1.680000 -2.052037 -0.877154
  1.690000 -2.049830 -0.876615
  1.700000 -2.047600 -0.876058
  1.710000 -2.045358 -0.875487
  1.720000 -2.043092 -0.874907
  1.730000 -2.040800 -0.874308
  1.740000 -2.038496 -0.873705
  1.750000 -2.036180 -0.873107
  1.760000 -2.033857 -0.872524
  1.770000 -2.031502 -0.871943
  1.780000 -2.029114 -0.871355
  1.790000 -2.026683 -0.870754
  1.800000 -2.024204 -0.870144
  1.810000 -2.021675 -0.869516
  1.820000 -2.019102 -0.868869
  1.830000 -2.016473 -0.868196
  1.840000 -2.013802 -0.867512
  1.850000 -2.011086 -0.866821
  1.860000 -2.008318 -0.866124
  1.870000 -2.005514 -0.865434
  1.880000 -2.002674 -0.864753
  1.890000 -1.999797 -0.864069
  1.900000 -1.996860 -0.863362
  1.910000 -1.993836 -0.862601
  1.920000 -1.990734 -0.861794
  1.930000 -1.987543 -0.860920
  1.940000 -1.984267 -0.859990
  1.950000 -1.980919 -0.859012
  1.960000 -1.977488 -0.857980
  1.970000 -1.973972 -0.856902
  1.980000 -1.970386 -0.855797
  1.990000 -1.966745 -0.854665
  2.000000 -1.963055 -0.853513
  2.010000 -1.959310 -0.852335
  2.020000 -1.955523 -0.851143
  2.030000 -1.951695 -0.849954
  2.040000 -1.947828 -0.848766
  2.050000 -1.943936 -0.847584
  2.060000 -1.940020 -0.846397
  2.070000 -1.936079 -0.845211
  2.080000 -1.932110 -0.844030
  2.090000 -1.928110 -0.842844
  2.100000 -1.924084 -0.841655
  2.110000 -1.920045 -0.840472
  2.120000 -1.915964 -0.839287
  2.130000 -1.911821 -0.838079
  2.140000 -1.907622 -0.836855
  2.150000 -1.903368 -0.835613
  2.160000 -1.899041 -0.834333
  2.170000 -1.894639 -0.833014
  2.180000 -1.890156 -0.831645
  2.190000 -1.885588 -0.830214
  2.200000 -1.880955 -0.828739
  2.210000 -1.876244 -0.827211
  2.220000 -1.871460 -0.825632
  2.230000 -1.866625 -0.824030
  2.240000 -1.861741 -0.822402
  2.250000 -1.856809 -0.820757
  2.260000 -1.851829 -0.819084
  2.270000 -1.846806 -0.817375
  2.280000 -1.841709 -0.815611
  2.290000 -1.836545 -0.813816
  2.300000 -1.831304 -0.811967
  2.310000 -1.825984 -0.810062
  2.320000 -1.820596 -0.808114
  2.330000 -1.815134 -0.806113
  2.340000 -1.809592 -0.804057
  2.350000 -1.803980 -0.801949
  2.360000 -1.798296 -0.799773
  2.370000 -1.792535 -0.797528
  2.380000 -1.786706 -0.795224
  2.390000 -1.780810 -0.792843
  2.400000 -1.774841 -0.790381
  2.410000 -1.768801 -0.787845
  2.420000 -1.762685 -0.785228
  2.430000 -1.756500 -0.782531
  2.440000 -1.750254 -0.779757
  2.450000 -1.743933 -0.776901
  2.460000 -1.737517 -0.773954
  2.470000 -1.731026 -0.770935
  2.480000 -1.724486 -0.767845
  2.490000 -1.717904 -0.764691
  2.500000 -1.711289 -0.761492
  2.510000 -1.704640 -0.758246
  2.520000 -1.697949 -0.754945
  2.530000 -1.691208 -0.751576
  2.540000 -1.684404 -0.748138
  2.550000 -1.677562 -0.744643
  2.560000 -1.670690 -0.741107
  2.570000 -1.663787 -0.737545
  2.580000 -1.656848 -0.733958
  2.590000 -1.649884 -0.730342
  2.600000 -1.642899 -0.726694
  2.610000 -1.635893 -0.723018
  2.620000 -1.628861 -0.719309
  2.630000 -1.621803 -0.715564
  2.640000 -1.614704 -0.711775
  2.650000 -1.607559 -0.707932
  2.660000 -1.600382 -0.704048
  2.670000 -1.593172 -0.700122
  2.680000 -1.585926 -0.696159
  2.690000 -1.578641 -0.692141
  2.700000 -1.571309 -0.688050
  2.710000 -1.563937 -0.683881
  2.720000 -1.556524 -0.679643
  2.730000 -1.549067 -0.675343
  2.740000 -1.541557 -0.670980
