#simulate_test_lag 512 /data/nil-bluearc/raichle/avi/NP600/vb12817/FCmaps/vb12817_seed_regressors_CCR.dat -N1000
#$Id: simulate_test.c,v 1.12 2016/06/16 02:07:41 avi Exp avi $
C
  0.999997 -0.001751 -0.005922 -0.010416 -0.010155 -0.036217 -0.046010 -0.039932 -0.163172  0.030140  0.013142  0.103046 -0.052453  0.098776 -0.148360 -0.093978 -0.037825  0.004874 -0.041286 -0.054291 -0.037147  0.036862 -0.040912  0.037148  0.071142  0.043650  0.058682 -0.040241  0.503769  0.071409 -0.005616  0.043928  0.158903 -0.084087  0.029049 -0.021613
 -0.001751  0.999996  0.011823 -0.031474 -0.261436 -0.027911 -0.133024  0.125939  0.025351 -0.117479  0.150718  0.007598  0.051167 -0.315159 -0.000641  0.067919 -0.052744  0.225853  0.080443  0.507141 -0.031417 -0.088789  0.296324  0.356885 -0.277214 -0.083184 -0.073103  0.006579  0.017151 -0.055745 -0.121801 -0.206043 -0.043192  0.014914 -0.292123  0.112172
 -0.005922  0.011823  0.999997 -0.030341 -0.078515 -0.018570  0.058537 -0.098678 -0.079128  0.016379 -0.000631  0.031376 -0.134787  0.072381 -0.119951  0.039497 -0.047675 -0.067685  0.056997  0.026687 -0.089168 -0.008105  0.002407  0.031049  0.006789  0.136310 -0.017053 -0.084962  0.042830 -0.027119  0.056945 -0.039950  0.113425 -0.086409 -0.094506  0.007154
 -0.010416 -0.031474 -0.030341  0.999998  0.148229 -0.037048 -0.061224 -0.117734 -0.080377 -0.018819  0.103379 -0.061039  0.156189 -0.027396  0.063034 -0.035216 -0.134259 -0.012803 -0.028923 -0.007020  0.004844  0.152450 -0.022323 -0.056173 -0.014083 -0.153695  0.065183  0.017960  0.028344 -0.038158 -0.115222  0.069695 -0.002551  0.085577  0.156228  0.144201
 -0.010155 -0.261436 -0.078515  0.148229  0.999995  0.039686  0.051204 -0.121146 -0.043036 -0.050126  0.143895 -0.018760  0.016682  0.160787  0.001468 -0.031103 -0.009857 -0.279333 -0.065813 -0.305119  0.068348  0.078023 -0.316213 -0.222965  0.434083 -0.182344  0.293649  0.094812  0.059880 -0.099215  0.124606  0.385362 -0.015731  0.016780  0.491648  0.014581
 -0.036217 -0.027911 -0.018570 -0.037048  0.039686  0.999999  0.039175  0.030649  0.031523 -0.010441  0.001571  0.047425  0.077823  0.020398  0.011493 -0.094778 -0.004096 -0.064765  0.016340  0.033838  0.008296 -0.046009 -0.091205 -0.036137  0.065175 -0.097823 -0.015761  0.108409 -0.039131 -0.018119  0.020152  0.008897  0.109295 -0.069371 -0.011349 -0.113816
 -0.046010 -0.133024  0.058537 -0.061224  0.051204  0.039175  0.999997  0.145758  0.033078 -0.148398  0.074928  0.034157 -0.057233  0.164890  0.081377  0.183508  0.016501 -0.078875  0.181681 -0.104822 -0.009564  0.092737 -0.014530 -0.066650  0.021022  0.063739 -0.029426  0.065619 -0.023264 -0.091820  0.116233  0.001665 -0.230462  0.140501  0.045199  0.002686
 -0.039932  0.125939 -0.098678 -0.117734 -0.121146  0.030649  0.145758  0.999999  0.159225 -0.004024  0.075033  0.045610 -0.046018 -0.037648  0.088639  0.106635 -0.028025  0.108471  0.074763  0.131320 -0.078638 -0.025742  0.096795 -0.011577 -0.122670  0.027785 -0.101219  0.027080 -0.038479  0.056836  0.123489 -0.071957 -0.159958  0.184716 -0.074557 -0.032461
 -0.163172  0.025351 -0.079128 -0.080377 -0.043036  0.031523  0.033078  0.159225  0.999997 -0.009662 -0.001364  0.008530  0.058884  0.011321  0.061846  0.055290 -0.004717 -0.006257 -0.009528  0.059790 -0.009893 -0.058613  0.048798 -0.024720 -0.011006 -0.015427 -0.027930 -0.044759 -0.275682  0.020831  0.013895 -0.040446 -0.253755  0.063103 -0.030913 -0.070927
  0.030140 -0.117479  0.016379 -0.018819 -0.050126 -0.010441 -0.148398 -0.004024 -0.009662  0.999997 -0.294619  0.012909  0.018670 -0.062269 -0.044446  0.017614  0.063675  0.323956 -0.051089 -0.083568 -0.077072 -0.094257  0.097496 -0.146756 -0.087992  0.037804 -0.025815 -0.086376 -0.002073  0.247542 -0.065581  0.020895  0.029780 -0.062413 -0.106560 -0.024867
  0.013142  0.150718 -0.000631  0.103379  0.143895  0.001571  0.074927  0.075033 -0.001364 -0.294619  0.999997  0.020242  0.072106 -0.005810 -0.010517  0.058661 -0.103409 -0.205407  0.077340  0.092865  0.023852  0.073563 -0.145170  0.018437  0.016614 -0.086643 -0.006826 -0.033009  0.004559  0.074510  0.066664  0.157016 -0.128374  0.142304  0.140918  0.092873
  0.103046  0.007598  0.031376 -0.061039 -0.018760  0.047425  0.034157  0.045610  0.008530  0.012909  0.020242  0.999997 -0.178982 -0.044176 -0.169354 -0.009138  0.016707 -0.079169  0.058936  0.034919 -0.131757 -0.146692 -0.027333  0.029838 -0.106928 -0.011180  0.004876 -0.015643  0.014149 -0.016610  0.001609  0.070029  0.052150  0.126672 -0.060755 -0.043334
