#simulate_test 512 -N1000 -m8
#$Id: simulate_test.c,v 1.12 2016/06/16 02:07:41 avi Exp avi $
#original psd and PYbar
  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
  0.001953  0.000916  0.002951  0.005604  0.008149  0.006391  0.004692  0.012701  0.005599  0.009178
  0.003906  0.005414  0.017671  0.034348  0.046656  0.038787  0.027248  0.073269  0.032724  0.052684
  0.005859  0.014207  0.044414  0.090853  0.122643  0.099750  0.067249  0.183182  0.082280  0.139560
  0.007812  0.024437  0.072581  0.150359  0.208950  0.162811  0.111045  0.312800  0.142175  0.222898
  0.009766  0.031371  0.100660  0.196074  0.261811  0.223426  0.144714  0.394155  0.176343  0.290337
  0.011719  0.033340  0.103172  0.211759  0.292179  0.224061  0.165205  0.421310  0.189026  0.320576
  0.013672  0.031962  0.098610  0.195788  0.266856  0.205615  0.147723  0.423574  0.185066  0.301140
  0.015625  0.029196  0.097450  0.158245  0.250750  0.206154  0.143679  0.383402  0.171732  0.295301
  0.017578  0.026163  0.084406  0.166568  0.223311  0.172670  0.132816  0.356156  0.151960  0.240000
  0.019531  0.023326  0.076545  0.135000  0.185938  0.159322  0.112102  0.301302  0.132904  0.210271
  0.021484  0.020825  0.064467  0.134591  0.184856  0.142213  0.097570  0.274985  0.115745  0.205300
  0.023438  0.018668  0.062868  0.112461  0.161689  0.126961  0.090705  0.245209  0.104882  0.179370
  0.025391  0.016819  0.054175  0.106296  0.139835  0.113137  0.079288  0.216980  0.099000  0.162968
  0.027344  0.015233  0.047322  0.095239  0.130461  0.101720  0.075763  0.198635  0.086780  0.150621
  0.029297  0.013866  0.046581  0.084590  0.121267  0.092179  0.070566  0.193195  0.083212  0.134869
  0.031250  0.012681  0.041507  0.077948  0.111322  0.087411  0.062006  0.172352  0.073995  0.123367
  0.033203  0.011646  0.037420  0.074576  0.104672  0.083493  0.059278  0.153734  0.071075  0.116056
  0.035156  0.010736  0.033092  0.066497  0.092015  0.074300  0.052055  0.143621  0.064325  0.105176
  0.037109  0.009931  0.033649  0.059080  0.088639  0.070027  0.051060  0.137674  0.058637  0.096635
  0.039062  0.009214  0.030030  0.060446  0.084013  0.070927  0.046642  0.124030  0.054754  0.098090
  0.041016  0.008571  0.027797  0.049826  0.073713  0.058453  0.041100  0.112995  0.050989  0.086097
  0.042969  0.007991  0.025077  0.049885  0.070928  0.053740  0.038247  0.105523  0.049637  0.077520
  0.044922  0.007465  0.024449  0.046495  0.065159  0.050801  0.036565  0.098064  0.043560  0.072668
  0.046875  0.006986  0.022780  0.043046  0.062254  0.046833  0.035504  0.088975  0.039501  0.068128
  0.048828  0.006548  0.021632  0.038380  0.056486  0.043672  0.032551  0.086827  0.040234  0.066055
  0.050781  0.006144  0.020123  0.037741  0.052729  0.042629  0.031187  0.084297  0.036893  0.062350
  0.052734  0.005771  0.018122  0.036949  0.050322  0.040463  0.026891  0.077149  0.033689  0.060208
  0.054688  0.005425  0.017485  0.033656  0.048373  0.036907  0.027773  0.072851  0.033581  0.053875
  0.056641  0.005103  0.016587  0.032448  0.044068  0.036873  0.025267  0.069101  0.031367  0.050697
  0.058594  0.004803  0.015470  0.029749  0.041825  0.031850  0.023970  0.066402  0.028641  0.045802
  0.060547  0.004521  0.015599  0.028893  0.040119  0.032518  0.021497  0.063179  0.025473  0.044582
  0.062500  0.004258  0.014652  0.027017  0.038916  0.029856  0.022191  0.059103  0.024988  0.041770
  0.064453  0.004009  0.012935  0.024033  0.034125  0.027904  0.019349  0.052188  0.023924  0.039644
  0.066406  0.003776  0.012568  0.023959  0.030744  0.027400  0.019178  0.051212  0.023335  0.036762
  0.068359  0.003555  0.011769  0.021740  0.031160  0.026815  0.017315  0.048239  0.020642  0.036869
  0.070312  0.003347  0.011202  0.020279  0.031585  0.024726  0.016751  0.043651  0.020701  0.035287
