   -5.0000    0.4532
   -4.0000    0.5526
   -3.0000    0.6582
   -2.0000    0.7537
   -1.0000    0.8328
    0.0000    0.8274
    1.0000    0.8263
    2.0000    0.7431
    3.0000    0.6426
    4.0000    0.5313
    5.0000    0.4250
