    5.0000   -0.1482    0.0000   -0.3780    0.0000
    6.0000   -0.0667    0.0000   -0.2870    0.0000
    7.0000   -0.2614    0.0000   -0.4636    0.0000
    8.0000   -0.5250    0.0000   -0.7140    0.0000
    9.0000   -0.5618    0.0000   -0.6814    0.0000
   10.0000   -0.3373    0.0000   -0.3581    0.0000
   11.0000   -0.0836    0.0000   -0.0331    0.0000
   12.0000    0.3168    0.0000    0.3775    0.0000
   13.0000    0.4747    0.0000    0.5322    0.0000
   14.0000    0.4619    0.0000    0.5380    0.0000
   15.0000    0.6649    0.0000    0.7445    0.0000
   16.0000    0.8866    0.0000    0.9453    0.0000
   17.0000    0.8665    0.0000    0.9175    0.0000
   18.0000    0.7601    0.0000    0.8040    0.0000
   19.0000    0.8277    0.0000    0.8600    0.0000
   20.0000    0.9792    0.0000    1.0067    0.0000
   21.0000    1.0235    0.0000    1.0321    0.0000
   22.0000    0.9109    0.0000    0.8837    0.0000
   23.0000    0.7724    0.0000    0.6838    0.0000
   24.0000    0.6198    0.0000    0.5183    0.0000
   25.0000    0.2639    0.0000    0.1708    0.0000
   26.0000    0.0302    0.0000   -0.0657    0.0000
   27.0000    0.0108    0.0000   -0.0881    0.0000
   28.0000    0.2168    0.0000    0.1380    0.0000
   29.0000    0.5069    0.0000    0.4423    0.0000
   30.0000    0.7726    0.0000    0.7090    0.0000
   31.0000    0.9446    0.0000    0.8757    0.0000
   32.0000    0.9720    0.0000    0.9382    0.0000
   33.0000    1.2096    0.0000    1.1699    0.0000
   34.0000    1.5295    0.0000    1.4638    0.0000
   35.0000    1.8277    0.0000    1.7425    0.0000
   36.0000    1.7960    0.0000    1.7128    0.0000
   37.0000    1.6327    0.0000    1.5416    0.0000
   38.0000    1.3843    0.0000    1.2686    0.0000
   39.0000    1.1361    0.0000    0.9805    0.0000
   40.0000    0.5277    0.0000    0.3097    0.0000
   41.0000   -0.1437    0.0000   -0.4299    0.0000
   42.0000   -0.6552    0.0000   -1.0030    0.0000
   43.0000   -0.8213    0.0000   -1.1790    0.0000
   44.0000   -0.8006    0.0000   -1.1313    0.0000
   45.0000   -0.4502    0.0000   -0.7361    0.0000
   46.0000   -0.0012    0.0000   -0.1905    0.0000
   47.0000    0.2100    0.0000    0.0739    0.0000
   48.0000    0.3786    0.0000    0.2682    0.0000
   49.0000    0.3453    0.0000    0.2467    0.0000
   50.0000    0.2738    0.0000    0.2434    0.0000
   51.0000    0.4728    0.0000    0.5194    0.0000
   52.0000    0.5211    0.0000    0.6687    0.0000
   53.0000    0.5570    0.0000    0.7857    0.0000
   54.0000    0.5749    0.0000    0.8478    0.0000
